"segment", "metadata size", segment_size
tpch_lineitem_1g_sort_idx_OFFLINE_127/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1280/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1281/v3/metadata.properties,10102,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1282/v3/metadata.properties,10108,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1283/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1284/v3/metadata.properties,10101,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1285/v3/metadata.properties,10128,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1286/v3/metadata.properties,10145,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1287/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1288/v3/metadata.properties,10141,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1289/v3/metadata.properties,10120,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_128/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1290/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1291/v3/metadata.properties,10107,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1292/v3/metadata.properties,10113,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1293/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1294/v3/metadata.properties,10146,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1295/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1296/v3/metadata.properties,10127,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1297/v3/metadata.properties,10120,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1298/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1299/v3/metadata.properties,10128,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_129/v3/metadata.properties,10112,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_12/v3/metadata.properties,10060,16K	
tpch_lineitem_1g_sort_idx_OFFLINE_1300/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1301/v3/metadata.properties,10115,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1302/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1303/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1304/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1305/v3/metadata.properties,10104,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1306/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1307/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1308/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1309/v3/metadata.properties,10102,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_130/v3/metadata.properties,10135,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1310/v3/metadata.properties,10154,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1311/v3/metadata.properties,10138,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1312/v3/metadata.properties,10107,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1313/v3/metadata.properties,10112,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1314/v3/metadata.properties,10134,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1315/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1316/v3/metadata.properties,10139,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1317/v3/metadata.properties,10138,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1318/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1319/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_131/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1320/v3/metadata.properties,10127,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1321/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1322/v3/metadata.properties,10146,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1323/v3/metadata.properties,10105,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1324/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1325/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1326/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1327/v3/metadata.properties,10123,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1328/v3/metadata.properties,10115,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1329/v3/metadata.properties,10141,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_132/v3/metadata.properties,10104,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1330/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1331/v3/metadata.properties,10133,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1332/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1333/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1334/v3/metadata.properties,10106,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1335/v3/metadata.properties,10113,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1336/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1337/v3/metadata.properties,10105,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1338/v3/metadata.properties,10106,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1339/v3/metadata.properties,10125,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_133/v3/metadata.properties,10115,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1340/v3/metadata.properties,10097,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1341/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1342/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1343/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1344/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1345/v3/metadata.properties,10102,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1346/v3/metadata.properties,10150,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1347/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1348/v3/metadata.properties,10106,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1349/v3/metadata.properties,10116,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_134/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1350/v3/metadata.properties,10149,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1351/v3/metadata.properties,10100,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1352/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1353/v3/metadata.properties,10107,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1354/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1355/v3/metadata.properties,10102,92K	
tpch_lineitem_1g_sort_idx_OFFLINE_1356/v3/metadata.properties,10131,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1357/v3/metadata.properties,10129,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1358/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1359/v3/metadata.properties,10108,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_135/v3/metadata.properties,10141,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1360/v3/metadata.properties,10105,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1361/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1362/v3/metadata.properties,10134,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1363/v3/metadata.properties,10103,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1364/v3/metadata.properties,10120,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1365/v3/metadata.properties,10125,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1366/v3/metadata.properties,10096,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1367/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1368/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1369/v3/metadata.properties,10136,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_136/v3/metadata.properties,10106,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1370/v3/metadata.properties,10134,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1371/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1372/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1373/v3/metadata.properties,10138,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1374/v3/metadata.properties,10147,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1375/v3/metadata.properties,10145,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1376/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1377/v3/metadata.properties,10113,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1378/v3/metadata.properties,10132,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1379/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_137/v3/metadata.properties,10142,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1380/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1381/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1382/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1383/v3/metadata.properties,10126,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1384/v3/metadata.properties,10141,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1385/v3/metadata.properties,10111,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1386/v3/metadata.properties,10108,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1387/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1388/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1389/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_138/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1390/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1391/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1392/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1393/v3/metadata.properties,10112,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1394/v3/metadata.properties,10132,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1395/v3/metadata.properties,10134,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1396/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1397/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1398/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1399/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_139/v3/metadata.properties,10134,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_13/v3/metadata.properties,10077,16K	
tpch_lineitem_1g_sort_idx_OFFLINE_1400/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1401/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1402/v3/metadata.properties,10129,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1403/v3/metadata.properties,10093,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1404/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1405/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1406/v3/metadata.properties,10103,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1407/v3/metadata.properties,10123,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1408/v3/metadata.properties,10148,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1409/v3/metadata.properties,10131,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_140/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1410/v3/metadata.properties,10134,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1411/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1412/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1413/v3/metadata.properties,10108,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1414/v3/metadata.properties,10113,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1415/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1416/v3/metadata.properties,10120,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1417/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1418/v3/metadata.properties,10107,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1419/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_141/v3/metadata.properties,10147,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1420/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1421/v3/metadata.properties,10141,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1422/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1423/v3/metadata.properties,10103,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1424/v3/metadata.properties,10092,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1425/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1426/v3/metadata.properties,10149,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1427/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1428/v3/metadata.properties,10122,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1429/v3/metadata.properties,10135,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_142/v3/metadata.properties,10132,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1430/v3/metadata.properties,10128,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1431/v3/metadata.properties,10143,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1432/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1433/v3/metadata.properties,10133,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1434/v3/metadata.properties,10138,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1435/v3/metadata.properties,10115,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1436/v3/metadata.properties,10133,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1437/v3/metadata.properties,10132,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1438/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1439/v3/metadata.properties,10148,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_143/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1440/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1441/v3/metadata.properties,10123,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1442/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1443/v3/metadata.properties,10113,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1444/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1445/v3/metadata.properties,10148,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1446/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1447/v3/metadata.properties,10096,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1448/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1449/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_144/v3/metadata.properties,10133,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1450/v3/metadata.properties,10133,80K	
tpch_lineitem_1g_sort_idx_OFFLINE_1451/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1452/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1453/v3/metadata.properties,10100,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1454/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1455/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1456/v3/metadata.properties,10100,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1457/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1458/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1459/v3/metadata.properties,10104,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_145/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1460/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1461/v3/metadata.properties,10106,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1462/v3/metadata.properties,10105,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1463/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1464/v3/metadata.properties,10140,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1465/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1466/v3/metadata.properties,10135,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1467/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1468/v3/metadata.properties,10133,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1469/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_146/v3/metadata.properties,10100,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1470/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1471/v3/metadata.properties,10115,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1472/v3/metadata.properties,10126,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1473/v3/metadata.properties,10116,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1474/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1475/v3/metadata.properties,10100,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1476/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1477/v3/metadata.properties,10103,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1478/v3/metadata.properties,10120,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1479/v3/metadata.properties,10128,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_147/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1480/v3/metadata.properties,10103,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1481/v3/metadata.properties,10122,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1482/v3/metadata.properties,10133,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1483/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1484/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1485/v3/metadata.properties,10142,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1486/v3/metadata.properties,10102,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1487/v3/metadata.properties,10138,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1488/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1489/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_148/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1490/v3/metadata.properties,10144,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1491/v3/metadata.properties,10139,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1492/v3/metadata.properties,10106,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1493/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1494/v3/metadata.properties,10112,80K	
tpch_lineitem_1g_sort_idx_OFFLINE_1495/v3/metadata.properties,10125,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1496/v3/metadata.properties,10120,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1497/v3/metadata.properties,10098,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1498/v3/metadata.properties,10101,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1499/v3/metadata.properties,10105,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_149/v3/metadata.properties,10098,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_14/v3/metadata.properties,10082,16K	
tpch_lineitem_1g_sort_idx_OFFLINE_1500/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1501/v3/metadata.properties,10135,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1502/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1503/v3/metadata.properties,10100,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1504/v3/metadata.properties,10138,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1505/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1506/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1507/v3/metadata.properties,10135,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1508/v3/metadata.properties,10138,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1509/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_150/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1510/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1511/v3/metadata.properties,10106,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1512/v3/metadata.properties,10126,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1513/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1514/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1515/v3/metadata.properties,10140,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1516/v3/metadata.properties,10107,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1517/v3/metadata.properties,10120,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1518/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1519/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_151/v3/metadata.properties,10097,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1520/v3/metadata.properties,10150,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1521/v3/metadata.properties,10115,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1522/v3/metadata.properties,10116,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1523/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1524/v3/metadata.properties,10123,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1525/v3/metadata.properties,10102,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1526/v3/metadata.properties,10094,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1527/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1528/v3/metadata.properties,10139,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1529/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_152/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1530/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1531/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1532/v3/metadata.properties,10132,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1533/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1534/v3/metadata.properties,10103,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1535/v3/metadata.properties,10103,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1536/v3/metadata.properties,10120,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1537/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1538/v3/metadata.properties,10139,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1539/v3/metadata.properties,10139,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_153/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1540/v3/metadata.properties,10099,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1541/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1542/v3/metadata.properties,10133,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1543/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1544/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1545/v3/metadata.properties,10145,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1546/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1547/v3/metadata.properties,10120,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1548/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1549/v3/metadata.properties,10143,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_154/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1550/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1551/v3/metadata.properties,10144,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1552/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1553/v3/metadata.properties,10120,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1554/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1555/v3/metadata.properties,10121,84K	
